[*] Binary protection state of iwcontrol

  
  	No RELRO       No Canary found   NX disabled  No PIE       No RPATH     No RUNPATH   No Symbols


[*] Function fprintf tear down of iwcontrol

    ; assembly                               | /* r2dec pseudo code output */
    0x00402b34 sw v0, 0x8c(sp)               |         *(var_8ch) = v0;
    0x00402b38 sw a0, 0x90(sp)               |         *(var_90h) = a0;
                                             |     }
    0x00402b3c lw t9, -0x7f10(gp)            |     t9 = sym.imp.strncpy;
    0x00402b40 move a0, s0                   |     a0 = s0;
    0x00402b44 move a1, s5                   |     a1 = s5;
    0x00402b48 addiu a2, zero, 0x10          |     a2 = 0x10;
    0x00402b4c jalr t9                       |     t9 ();
    0x00402b50 addiu v0, sp, 0x9c            |     v0 = sp + 0x9c;
    0x00402b54 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402b58 move a0, s1                   |     a0 = s1;
    0x00402b5c sw v0, 0x7c8(sp)              |     *(var_7c8h) = v0;
    0x00402b60 ori a1, zero, 0x8b1b          |     a1 = 0x8b1b;
    0x00402b64 lw t9, -0x7e6c(gp)            |     t9 = sym.imp.ioctl;
    0x00402b68 move a2, s0                   |     a2 = s0;
    0x00402b6c sh zero, 0x7cc(sp)            |     *(var_7cch) = 0;
    0x00402b70 sh zero, 0x7ce(sp)            |     *(var_7ceh) = 0;
    0x00402b74 jalr t9                       |     t9 ();
    0x00402b78 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402b7c addiu v0, zero, 1             |     v0 = 1;
                                             |     if (v0 >= 0) {
    0x00402b80 bltz v0, 0x402b90             |         
    0x00402b84 lhu v1, 0x7ce(sp)             |         v1 = *(var_7ceh);
    0x00402b88 sw v0, 0x94(sp)               |         *(var_94h) = v0;
    0x00402b8c sw v1, 0x98(sp)               |         *(var_98h) = v1;
                                             |     }
    0x00402b90 lw t9, -0x7f10(gp)            |     t9 = sym.imp.strncpy;
    0x00402b94 move a0, s0                   |     a0 = s0;
    0x00402b98 move a1, s5                   |     a1 = s5;
    0x00402b9c addiu a2, zero, 0x10          |     a2 = 0x10;
    0x00402ba0 jalr t9                       |     t9 ();
    0x00402ba4 move a0, s1                   |     a0 = s1;
    0x00402ba8 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402bac ori a1, zero, 0x8b15          |     a1 = 0x8b15;
    0x00402bb0 lw t9, -0x7e6c(gp)            |     t9 = sym.imp.ioctl;
    0x00402bb4 move a2, s0                   |     a2 = s0;
    0x00402bb8 jalr t9                       |     t9 ();
    0x00402bbc lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402bc0 addiu v0, zero, 1             |     v0 = 1;
                                             |     if (v0 >= 0) {
    0x00402bc4 bltz v0, 0x402bec             |         
    0x00402bc8 sw v0, 0xe8(sp)               |         *(var_e8h) = v0;
    0x00402bcc lw v0, 0x7c8(sp)              |         v0 = *(var_7c8h);
    0x00402bd0 sw v0, 0xec(sp)               |         *(var_ech) = v0;
    0x00402bd4 lw v0, 0x7cc(sp)              |         v0 = *(var_7cch);
    0x00402bd8 sw v0, 0xf0(sp)               |         *(var_f0h) = v0;
    0x00402bdc lw v0, 0x7d0(sp)              |         v0 = *(var_7d0h);
    0x00402be0 sw v0, 0xf4(sp)               |         *(var_f4h) = v0;
    0x00402be4 lw v0, 0x7d4(sp)              |         v0 = *(var_7d4h);
    0x00402be8 sw v0, 0xf8(sp)               |         *(var_f8h) = v0;
                                             |     }
    0x00402bec lw t9, -0x7f10(gp)            |     t9 = sym.imp.strncpy;
    0x00402bf0 move a0, s0                   |     a0 = s0;
    0x00402bf4 move a1, s5                   |     a1 = s5;
    0x00402bf8 addiu a2, zero, 0x10          |     a2 = 0x10;
    0x00402bfc jalr t9                       |     t9 ();
    0x00402c00 addiu v0, sp, 0xc4            |     v0 = sp + 0xc4;
    0x00402c04 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402c08 move a0, s1                   |     a0 = s1;
    0x00402c0c sw v0, 0x7c8(sp)              |     *(var_7c8h) = v0;
    0x00402c10 ori a1, zero, 0x8b1d          |     a1 = 0x8b1d;
    0x00402c14 lw t9, -0x7e6c(gp)            |     t9 = sym.imp.ioctl;
    0x00402c18 move a2, s0                   |     a2 = s0;
    0x00402c1c sh zero, 0x7cc(sp)            |     *(var_7cch) = 0;
    0x00402c20 sh zero, 0x7ce(sp)            |     *(var_7ceh) = 0;
    0x00402c24 jalr t9                       |     t9 ();
    0x00402c28 lw gp, 0x10(sp)               |     gp = *(var_10h);
                                             |     if (v0 >= 0) {
    0x00402c2c bltz v0, 0x402c48             |         
    0x00402c30 nop                           |         
    0x00402c34 lhu v0, 0x7cc(sp)             |         v0 = *(var_7cch);
    0x00402c38 sltiu v0, v0, 2               |         v0 = (v0 < 2) ? 1 : 0;
    0x00402c3c addiu v0, zero, 1             |         v0 = 1;
                                             |         if (v0 != 0) {
    0x00402c40 bnez v0, 0x402c48             |             goto label_2;
                                             |         }
    0x00402c44 sw v0, 0xc0(sp)               |         *(var_c0h) = v0;
                                             |     }
                                             | label_2:
    0x00402c48 lw t9, -0x7f10(gp)            |     t9 = sym.imp.strncpy;
    0x00402c4c move a0, s0                   |     a0 = s0;
    0x00402c50 move a1, s5                   |     a1 = s5;
    0x00402c54 addiu a2, zero, 0x10          |     a2 = 0x10;
    0x00402c58 jalr t9                       |     t9 ();
    0x00402c5c move a0, s1                   |     a0 = s1;
    0x00402c60 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402c64 ori a1, zero, 0x8b21          |     a1 = 0x8b21;
    0x00402c68 lw t9, -0x7e6c(gp)            |     t9 = sym.imp.ioctl;
    0x00402c6c move a2, s0                   |     a2 = s0;
    0x00402c70 jalr t9                       |     t9 ();
    0x00402c74 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402c78 addiu v0, zero, 1             |     v0 = 1;
                                             |     if (v0 >= 0) {
    0x00402c7c bltz v0, 0x402c94             |         
    0x00402c80 sw v0, 0xe4(s4)               |         *(var_e4h) = v0;
    0x00402c84 lw v0, 0x7c8(sp)              |         v0 = *(var_7c8h);
    0x00402c88 sw v0, 0xe8(s4)               |         *(var_e8h_2) = v0;
    0x00402c8c lw v0, 0x7cc(sp)              |         v0 = *(var_7cch);
    0x00402c90 sw v0, 0xec(s4)               |         *(var_ech_2) = v0;
                                             |     }
    0x00402c94 lw t9, -0x7f10(gp)            |     t9 = sym.imp.strncpy;
    0x00402c98 move a0, s0                   |     a0 = s0;
    0x00402c9c move a1, s5                   |     a1 = s5;
    0x00402ca0 addiu a2, zero, 0x10          |     a2 = 0x10;
    0x00402ca4 jalr t9                       |     t9 ();
    0x00402ca8 move a0, s1                   |     a0 = s1;
    0x00402cac lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402cb0 ori a1, zero, 0x8b23          |     a1 = 0x8b23;
    0x00402cb4 lw t9, -0x7e6c(gp)            |     t9 = sym.imp.ioctl;
    0x00402cb8 move a2, s0                   |     a2 = s0;
    0x00402cbc jalr t9                       |     t9 ();
    0x00402cc0 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402cc4 addiu v0, zero, 1             |     v0 = 1;
                                             |     if (v0 >= 0) {
    0x00402cc8 bltz v0, 0x402ce0             |         
    0x00402ccc sw v0, 0xf0(s4)               |         *(var_f0h_2) = v0;
    0x00402cd0 lw v0, 0x7c8(sp)              |         v0 = *(var_7c8h);
    0x00402cd4 sw v0, 0xf4(s4)               |         *(var_f4h_2) = v0;
    0x00402cd8 lw v0, 0x7cc(sp)              |         v0 = *(var_7cch);
    0x00402cdc sw v0, 0xf8(s4)               |         *(var_f8h_2) = v0;
                                             |     }
    0x00402ce0 lw t9, -0x7f10(gp)            |     t9 = sym.imp.strncpy;
    0x00402ce4 move a0, s0                   |     a0 = s0;
    0x00402ce8 move a1, s5                   |     a1 = s5;
    0x00402cec addiu a2, zero, 0x10          |     a2 = 0x10;
    0x00402cf0 jalr t9                       |     t9 ();
    0x00402cf4 move a0, s1                   |     a0 = s1;
    0x00402cf8 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402cfc ori a1, zero, 0x8b25          |     a1 = 0x8b25;
    0x00402d00 lw t9, -0x7e6c(gp)            |     t9 = sym.imp.ioctl;
    0x00402d04 move a2, s0                   |     a2 = s0;
    0x00402d08 jalr t9                       |     t9 ();
    0x00402d0c lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402d10 addiu v0, zero, 1             |     v0 = 1;
                                             |     if (v0 >= 0) {
    0x00402d14 bltz v0, 0x402d2c             |         
    0x00402d18 sw v0, 0xfc(s4)               |         *(var_fch) = v0;
    0x00402d1c lw v0, 0x7c8(sp)              |         v0 = *(var_7c8h);
    0x00402d20 sw v0, 0x100(s4)              |         *(var_100h) = v0;
    0x00402d24 lw v0, 0x7cc(sp)              |         v0 = *(var_7cch);
    0x00402d28 sw v0, 0x104(s4)              |         *(var_104h) = v0;
                                             |     }
    0x00402d2c lw t9, -0x7f10(gp)            |     t9 = sym.imp.strncpy;
    0x00402d30 move a0, s0                   |     a0 = s0;
    0x00402d34 move a1, s5                   |     a1 = s5;
    0x00402d38 addiu a2, zero, 0x10          |     a2 = 0x10;
    0x00402d3c jalr t9                       |     t9 ();
    0x00402d40 move a0, s1                   |     a0 = s1;
    0x00402d44 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402d48 ori a1, zero, 0x8b07          |     a1 = 0x8b07;
    0x00402d4c lw t9, -0x7e6c(gp)            |     t9 = sym.imp.ioctl;
    0x00402d50 move a2, s0                   |     a2 = s0;
    0x00402d54 jalr t9                       |     t9 ();
    0x00402d58 lw gp, 0x10(sp)               |     gp = *(var_10h);
                                             |     if (v0 >= 0) {
    0x00402d5c bltz v0, 0x402d7c             |         
    0x00402d60 nop                           |         
    0x00402d64 lw v1, 0x7c8(sp)              |         v1 = *(var_7c8h);
    0x00402d68 sltiu v0, v1, 6               |         v0 = (v1 < 6) ? 1 : 0;
    0x00402d6c addiu v0, zero, 1             |         v0 = 1;
                                             |         if (v0 != 0) {
    0x00402d70 beqz v0, 0x402d78             |             
    0x00402d74 sw v0, 0x108(s4)              |             *(var_108h) = v0;
                                             |         }
    0x00402d78 sw v1, 0x10c(s4)              |         *(var_10ch) = v1;
                                             |     }
    0x00402d7c lw t9, -0x7f10(gp)            |     t9 = sym.imp.strncpy;
    0x00402d80 move a0, s0                   |     a0 = s0;
    0x00402d84 move a1, s5                   |     a1 = s5;
    0x00402d88 addiu a2, zero, 0x10          |     a2 = 0x10;
    0x00402d8c jalr t9                       |     t9 ();
    0x00402d90 move a0, s1                   |     a0 = s1;
    0x00402d94 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402d98 ori a1, zero, 0x8b2d          |     a1 = 0x8b2d;
    0x00402d9c sh zero, 0x7ce(sp)            |     *(var_7ceh) = 0;
    0x00402da0 lw t9, -0x7e6c(gp)            |     t9 = sym.imp.ioctl;
    0x00402da4 move a2, s0                   |     a2 = s0;
    0x00402da8 jalr t9                       |     t9 ();
    0x00402dac lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402db0 addiu v0, zero, 1             |     v0 = 1;
                                             |     if (v0 >= 0) {
    0x00402db4 bltz v0, 0x402dcc             |         
    0x00402db8 sw v0, 0x110(s4)              |         *(var_110h) = v0;
    0x00402dbc lw v0, 0x7c8(sp)              |         v0 = *(var_7c8h);
    0x00402dc0 sw v0, 0x114(s4)              |         *(var_114h) = v0;
    0x00402dc4 lw v0, 0x7cc(sp)              |         v0 = *(var_7cch);
    0x00402dc8 sw v0, 0x118(s4)              |         *(var_118h) = v0;
                                             |     }
    0x00402dcc lw t9, -0x7f10(gp)            |     t9 = sym.imp.strncpy;
    0x00402dd0 move a0, s0                   |     a0 = s0;
    0x00402dd4 move a1, s5                   |     a1 = s5;
    0x00402dd8 addiu a2, zero, 0x10          |     a2 = 0x10;
    0x00402ddc jalr t9                       |     t9 ();
    0x00402de0 move a0, s1                   |     a0 = s1;
    0x00402de4 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402de8 ori a1, zero, 0x8b27          |     a1 = 0x8b27;
    0x00402dec lw t9, -0x7e6c(gp)            |     t9 = sym.imp.ioctl;
    0x00402df0 move a2, s0                   |     a2 = s0;
    0x00402df4 jalr t9                       |     t9 ();
    0x00402df8 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402dfc addiu v0, zero, 1             |     v0 = 1;
                                             |     if (v0 >= 0) {
    0x00402e00 bltz v0, 0x402e18             |         
    0x00402e04 sw v0, 0x11c(s4)              |         *(var_11ch) = v0;
    0x00402e08 lw v0, 0x7c8(sp)              |         v0 = *(var_7c8h);
    0x00402e0c sw v0, 0x120(s4)              |         *(var_120h) = v0;
    0x00402e10 lw v0, 0x7cc(sp)              |         v0 = *(var_7cch);
    0x00402e14 sw v0, 0x124(s4)              |         *(var_124h) = v0;
                                             |     }
    0x00402e18 lw t9, -0x7f10(gp)            |     t9 = sym.imp.strncpy;
    0x00402e1c move a0, s0                   |     a0 = s0;
    0x00402e20 move a1, s5                   |     a1 = s5;
    0x00402e24 addiu a2, zero, 0x10          |     a2 = 0x10;
    0x00402e28 jalr t9                       |     t9 ();
    0x00402e2c move a0, s1                   |     a0 = s1;
    0x00402e30 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402e34 move a2, s0                   |     a2 = s0;
    0x00402e38 lw t9, -0x7e6c(gp)            |     t9 = sym.imp.ioctl;
    0x00402e3c ori a1, zero, 0x8b29          |     a1 = 0x8b29;
    0x00402e40 jalr t9                       |     t9 ();
    0x00402e44 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402e48 addiu v0, zero, 1             |     v0 = 1;
                                             |     if (v0 >= 0) {
    0x00402e4c bltz v0, 0x402e64             |         
    0x00402e50 sw v0, 0x128(s4)              |         *(var_128h) = v0;
    0x00402e54 lw v0, 0x7c8(sp)              |         v0 = *(var_7c8h);
    0x00402e58 sw v0, 0x12c(s4)              |         *(var_12ch) = v0;
    0x00402e5c lw v0, 0x7cc(sp)              |         v0 = *(var_7cch);
    0x00402e60 sw v0, 0x130(s4)              |         *(var_130h) = v0;
                                             |     }
    0x00402e64 lw a0, -0x7fdc(gp)            |     a0 = *(gp);
    0x00402e68 addiu s2, s4, 0x53c           |     s2 = s4 + 0x53c;
    0x00402e6c lw a1, -0x7fdc(gp)            |     a1 = *(gp);
    0x00402e70 lw t9, -0x7f34(gp)            |     t9 = sym.imp.fopen;
                                             |     /* esilref: '/proc/net/wireless' */
    0x00402e74 addiu a0, a0, 0x7904          |     a0 += 0x7904;
    0x00402e78 addiu a1, a1, 0x7918          |     a1 += 0x7918;
    0x00402e7c jalr t9                       |     t9 ();
    0x00402e80 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402e84 move s6, v0                   |     s6 = v0;
                                             |     if (v0 != 0) {
    0x00402e88 bnez v0, 0x403068             |         goto label_3;
                                             |     }
    0x00402e8c b 0x403160                    |     goto label_4;
    0x00402e90 nop                           |     
                                             | label_0:
    0x00402e94 lb v0, 0x7d8(sp)              |     v0 = *(var_7d8h);
    0x00402e98 sll v0, v0, 1                 |     v0 <<= 1;
                                             |     if (v0 == 0) {
    0x00402e9c beqz v0, 0x402ed0             |         goto label_5;
                                             |     }
    0x00402ea0 lw v1, -0x7e80(gp)            |     v1 = *((gp - 8096));
    0x00402ea4 lw a0, (v1)                   |     a0 = *(v1);
    0x00402ea8 addu v0, v0, a0               |     v0 += a0;
                                             |     do {
    0x00402eac lhu v0, (v0)                  |         v0 = *(v0);
    0x00402eb0 andi v0, v0, 0x20             |         v0 &= 0x20;
                                             |         if (v0 == 0) {
    0x00402eb4 beqz v0, 0x402ed0             |             goto label_5;
                                             |         }
    0x00402eb8 nop                           |         
    0x00402ebc addiu s0, s0, 1               |         s0++;
    0x00402ec0 lb v1, (s0)                   |         v1 = *(s0);
    0x00402ec4 sll v0, v1, 1                 |         v0 = v1 << 1;
    0x00402ec8 addu v0, v0, a0               |         v0 += a0;
    0x00402ecc bnez v1, 0x402eac             |         
                                             |     } while (v1 != 0);
                                             | label_5:
    0x00402ed0 lw t9, -0x7fa8(gp)            |     t9 = sym.imp.strlen;
    0x00402ed4 move a0, s5                   |     a0 = s5;
    0x00402ed8 jalr t9                       |     t9 ();
    0x00402edc move a0, s0                   |     a0 = s0;
    0x00402ee0 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402ee4 move a1, s5                   |     a1 = s5;
    0x00402ee8 move a2, v0                   |     a2 = v0;
    0x00402eec lw t9, -0x7f08(gp)            |     t9 = sym.imp.strncmp;
    0x00402ef0 move s1, v0                   |     s1 = v0;
    0x00402ef4 jalr t9                       |     t9 ();
    0x00402ef8 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00402efc addu v0, s0, s1               |     v0 = s0 + s1;
                                             |     if (v0 == 0) {
    0x00402f00 bnez v0, 0x403068             |         
    0x00402f04 lb v1, (v0)                   |         v1 = *(v0);
    0x00402f08 addiu v0, zero, 0x3a          |         v0 = 0x3a;
    0x00402f0c move a0, s0                   |         a0 = s0;
                                             |         if (v1 != v0) {
    0x00402f10 bne v1, v0, 0x403068          |             goto label_3;
                                             |         }
    0x00402f14 lw t9, -0x7fb4(gp)            |         t9 = sym.imp.strchr;
    0x00402f18 addiu a1, zero, 0x3a          |         a1 = 0x3a;
    0x00402f1c jalr t9                       |         t9 ();
    0x00402f20 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402f24 addiu a0, v0, 1               |         a0 = v0 + 1;
    0x00402f28 lw s1, -0x7fdc(gp)            |         s1 = *(gp);
    0x00402f2c lw t9, -0x7f18(gp)            |         t9 = sym.imp.strtok;
    0x00402f30 addiu a1, s1, 0x791c          |         a1 = s1 + 0x791c;
    0x00402f34 jalr t9                       |         t9 ();
    0x00402f38 addiu a2, sp, 0x8d8           |         a2 = sp + 0x8d8;
    0x00402f3c lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402f40 move a0, v0                   |         a0 = v0;
    0x00402f44 lw a1, -0x7fdc(gp)            |         a1 = *(gp);
    0x00402f48 lw t9, -0x7f20(gp)            |         t9 = sym.imp.sscanf;
                                             |         /* esilref: '&X' */
    0x00402f4c addiu a1, a1, 0x7920          |         a1 += 0x7920;
    0x00402f50 jalr t9                       |         t9 ();
    0x00402f54 move a0, zero                 |         a0 = 0;
    0x00402f58 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402f5c addiu a1, s1, 0x791c          |         a1 = s1 + 0x791c;
    0x00402f60 lw v0, 0x8d8(sp)              |         v0 = *(var_8d8h);
    0x00402f64 lw t9, -0x7f18(gp)            |         t9 = sym.imp.strtok;
    0x00402f68 sh v0, (s2)                   |         *(s2) = v0;
    0x00402f6c jalr t9                       |         t9 ();
    0x00402f70 addiu a1, zero, 0x2e          |         a1 = 0x2e;
    0x00402f74 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402f78 move a0, v0                   |         a0 = v0;
    0x00402f7c lw t9, -0x7fb4(gp)            |         t9 = sym.imp.strchr;
    0x00402f80 move s0, v0                   |         s0 = v0;
    0x00402f84 jalr t9                       |         t9 ();
    0x00402f88 lw gp, 0x10(sp)               |         gp = *(var_10h);
                                             |         if (v0 != 0) {
    0x00402f8c beqz v0, 0x402fa0             |             
    0x00402f90 nop                           |             
    0x00402f94 lbu v0, 5(s2)                 |             v0 = *(var_541h);
    0x00402f98 ori v0, v0, 1                 |             v0 |= 1;
    0x00402f9c sb v0, 5(s2)                  |             *(var_541h) = v0;
                                             |         }
    0x00402fa0 lw s3, -0x7fdc(gp)            |         s3 = *(gp);
    0x00402fa4 move a0, s0                   |         a0 = s0;
    0x00402fa8 lw t9, -0x7f20(gp)            |         t9 = sym.imp.sscanf;
    0x00402fac addiu a2, sp, 0x8d8           |         a2 = sp + 0x8d8;
                                             |         /* esilref: '&d' */
    0x00402fb0 addiu a1, s3, 0x7924          |         a1 = s3 + 0x7924;
    0x00402fb4 jalr t9                       |         t9 ();
    0x00402fb8 move a0, zero                 |         a0 = 0;
    0x00402fbc lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402fc0 addiu a1, s1, 0x791c          |         a1 = s1 + 0x791c;
    0x00402fc4 lw v0, 0x8d8(sp)              |         v0 = *(var_8d8h);
    0x00402fc8 lw t9, -0x7f18(gp)            |         t9 = sym.imp.strtok;
    0x00402fcc sb v0, 2(s2)                  |         *(var_2h) = v0;
    0x00402fd0 jalr t9                       |         t9 ();
    0x00402fd4 addiu a1, zero, 0x2e          |         a1 = 0x2e;
    0x00402fd8 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402fdc move a0, v0                   |         a0 = v0;
    0x00402fe0 lw t9, -0x7fb4(gp)            |         t9 = sym.imp.strchr;
    0x00402fe4 move s0, v0                   |         s0 = v0;
    0x00402fe8 jalr t9                       |         t9 ();
    0x00402fec lw gp, 0x10(sp)               |         gp = *(var_10h);
                                             |         if (v0 != 0) {
    0x00402ff0 beqz v0, 0x403004             |             
    0x00402ff4 nop                           |             
    0x00402ff8 lbu v0, 5(s2)                 |             v0 = *(var_541h);
    0x00402ffc ori v0, v0, 2                 |             v0 |= 2;
    0x00403000 sb v0, 5(s2)                  |             *(var_541h) = v0;
                                             |         }
    0x00403004 lw t9, -0x7f20(gp)            |         t9 = sym.imp.sscanf;
    0x00403008 move a0, s0                   |         a0 = s0;
    0x0040300c addiu a2, sp, 0x8d8           |         a2 = sp + 0x8d8;
                                             |         /* esilref: '&d' */
    0x00403010 addiu a1, s3, 0x7924          |         a1 = s3 + 0x7924;
    0x00403014 jalr t9                       |         t9 ();
    0x00403018 move a0, zero                 |         a0 = 0;
    0x0040301c lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00403020 addiu a1, s1, 0x791c          |         a1 = s1 + 0x791c;
    0x00403024 lw v0, 0x8d8(sp)              |         v0 = *(var_8d8h);
    0x00403028 lw t9, -0x7f18(gp)            |         t9 = sym.imp.strtok;
    0x0040302c sb v0, 3(s2)                  |         *(var_3h) = v0;
    0x00403030 jalr t9                       |         t9 ();
    0x00403034 addiu a1, zero, 0x2e          |         a1 = 0x2e;
    0x00403038 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x0040303c move a0, v0                   |         a0 = v0;
    0x00403040 lw t9, -0x7fb4(gp)            |         t9 = sym.imp.strchr;
    0x00403044 move s0, v0                   |         s0 = v0;
    0x00403048 jalr t9                       |         t9 ();
    0x0040304c lw gp, 0x10(sp)               |         gp = *(var_10h);
                                             |         if (v0 == 0) {
    0x00403050 beqz v0, 0x4030a4             |             goto label_6;
                                             |         }
    0x00403054 nop                           |         
    0x00403058 lbu v0, 5(s2)                 |         v0 = *(var_541h);
    0x0040305c addiu v0, v0, 4               |         v0 += 4;
    0x00403060 sb v0, 5(s2)                  |         *(var_541h) = v0;
    0x00403064 b 0x4030a4                    |         goto label_6;
                                             |     }
                                             | label_3:
    0x00403068 lw t9, -0x7e98(gp)            |     t9 = sym.imp.fgets;
    0x0040306c addiu s0, sp, 0x7d8           |     s0 = sp + 0x7d8;
    0x00403070 move a0, s0                   |     a0 = s0;
    0x00403074 addiu a1, zero, 0xff          |     a1 = 0xff;
    0x00403078 move a2, s6                   |     a2 = s6;
    0x0040307c jalr t9                       |     t9 ();
    0x00403080 lw gp, 0x10(sp)               |     gp = *(var_10h);
                                             |     if (v0 != 0) {
    0x00403084 bnez v0, 0x402e94             |         goto label_0;
                                             |     }
    0x00403088 nop                           |     
    0x0040308c lw t9, -0x7f48(gp)            |     t9 = sym.imp.fclose;
    0x00403090 move a0, s6                   |     a0 = s6;
    0x00403094 jalr t9                       |     t9 ();
    0x00403098 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x0040309c b 0x403160                    |     goto label_4;
    0x004030a0 nop                           |     
                                             | label_6:
    0x004030a4 lw t9, -0x7f20(gp)            |     t9 = sym.imp.sscanf;
    0x004030a8 addiu a2, sp, 0x8d8           |     a2 = sp + 0x8d8;
    0x004030ac move a0, s0                   |     a0 = s0;
                                             |     /* esilref: '&d' */
    0x004030b0 addiu a1, s3, 0x7924          |     a1 = s3 + 0x7924;
    0x004030b4 jalr t9                       |     t9 ();
    0x004030b8 move a0, zero                 |     a0 = 0;
    0x004030bc lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x004030c0 addiu a1, s1, 0x791c          |     a1 = s1 + 0x791c;
    0x004030c4 lw v0, 0x8d8(sp)              |     v0 = *(var_8d8h);
    0x004030c8 lw t9, -0x7f18(gp)            |     t9 = sym.imp.strtok;
    0x004030cc sb v0, 4(s2)                  |     *(var_4h) = v0;
    0x004030d0 jalr t9                       |     t9 ();
    0x004030d4 addiu a2, s2, 8               |     a2 = s2 + 8;
    0x004030d8 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x004030dc move a0, v0                   |     a0 = v0;
    0x004030e0 lw t9, -0x7f20(gp)            |     t9 = sym.imp.sscanf;
                                             |     /* esilref: '&d' */
    0x004030e4 addiu a1, s3, 0x7924          |     a1 = s3 + 0x7924;
    0x004030e8 jalr t9                       |     t9 ();
    0x004030ec move a0, zero                 |     a0 = 0;
    0x004030f0 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x004030f4 lw t9, -0x7f18(gp)            |     t9 = sym.imp.strtok;
    0x004030f8 addiu a1, s1, 0x791c          |     a1 = s1 + 0x791c;
    0x004030fc jalr t9                       |     t9 ();
    0x00403100 addiu a2, s2, 0xc             |     a2 = s2 + 0xc;
    0x00403104 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00403108 move a0, v0                   |     a0 = v0;
    0x0040310c lw t9, -0x7f20(gp)            |     t9 = sym.imp.sscanf;
                                             |     /* esilref: '&d' */
    0x00403110 addiu a1, s3, 0x7924          |     a1 = s3 + 0x7924;
    0x00403114 jalr t9                       |     t9 ();
    0x00403118 addiu a1, s1, 0x791c          |     a1 = s1 + 0x791c;
    0x0040311c lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00403120 lw t9, -0x7f18(gp)            |     t9 = sym.imp.strtok;
    0x00403124 move a0, zero                 |     a0 = 0;
    0x00403128 jalr t9                       |     t9 ();
                                             |     /* esilref: '&d' */
    0x0040312c addiu a1, s3, 0x7924          |     a1 = s3 + 0x7924;
    0x00403130 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00403134 move a0, v0                   |     a0 = v0;
    0x00403138 lw t9, -0x7f20(gp)            |     t9 = sym.imp.sscanf;
    0x0040313c addiu a2, s2, 0x18            |     a2 = s2 + 0x18;
    0x00403140 jalr t9                       |     t9 ();
    0x00403144 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00403148 lw t9, -0x7f48(gp)            |     t9 = sym.imp.fclose;
    0x0040314c move a0, s6                   |     a0 = s6;
    0x00403150 jalr t9                       |     t9 ();
    0x00403154 addiu v0, zero, 1             |     v0 = 1;
    0x00403158 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x0040315c sw v0, 0x55c(s4)              |     *(var_55ch) = v0;
                                             | label_4:
    0x00403160 lw a0, -0x7fdc(gp)            |     a0 = *(gp);
    0x00403164 move a1, s5                   |     a1 = s5;
    0x00403168 lw t9, -0x7e74(gp)            |     t9 = sym.imp.printf;
    0x0040316c move a2, s4                   |     a2 = s4;
                                             |     /* esilref: '&-8.8s  &s  ' */
    0x00403170 addiu a0, a0, 0x7928          |     a0 += 0x7928;
    0x00403174 addiu s5, zero, 3             |     s5 = 3;
    0x00403178 jalr t9                       |     t9 ();
    0x0040317c lw v0, 0x94(sp)               |     v0 = *(var_94h);
    0x00403180 lw gp, 0x10(sp)               |     gp = *(var_10h);
                                             |     if (v0 != 0) {
